project_type,project_description,project_phase_name,project_status_name,dsf_number_s,failure
SCA CIP,Flood elimination/ext masonry/windows/parapets,Scope,Complete,"DSF: 0000862191, 0000862194, 0000862195, 0000862196",False
SCA CIP,Flood elimination/ext masonry/windows/parapets,Design,In-Progress,"DSF: 0000862191, 0000862194, 0000862195, 0000862196",True
SCA CIP,Flood elimination/ext masonry/windows/parapets,Construction,PNS,"DSF: 0000862191, 0000862194, 0000862195, 0000862196",False
SCA CIP,Flood elimination/ext masonry/windows/parapets,"CM, F&E",PNS,"DSF: 0000862191, 0000862194, 0000862195, 0000862196",False
SCA CIP,Flood elimination,Scope,In-Progress,DSF: 0000884892,True
SCA CIP,Flood elimination,"CM, F&E",PNS,DSF: 0000884892,False
DOE- RESOA,Reso a auditorium seating,Construction,In-Progress,DSF: 0000845590,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000798178,False
SCA CAPACITY,Addition,Design,In-Progress,DSF: 0000798178,False
SCA CAPACITY,Addition,Construction,PNS,DSF: 0000798178,False
SCA CAPACITY,Addition,"CM,Art,F&E",PNS,DSF: 0000798178,False
SCA CAPACITY,Detention tank work,Scope,Complete,DSF: 0000798178,True
SCA CAPACITY,Detention tank work,Design,In-Progress,DSF: 0000798178,True
SCA CAPACITY,Detention tank work,Construction,PNS,DSF: 0000798178,False
SCA CAPACITY,Detention tank work,"CM,Art,F&E",PNS,DSF: 0000798178,False
SCA CIP,Demolition,Scope,Complete,DSF: 0000798178,True
SCA CIP,Demolition,Design,Complete,DSF: 0000798178,False
SCA CIP,Demolition,Construction,In-Progress,DSF: 0000798178,True
SCA CIP,Demolition,"CM, F&E",In-Progress,DSF: 0000798178,True
SCA IEH,Ieh po18-rm 262,Construction,Complete,DSF: 0000048449,False
SCA CIP,Parapets,Scope,Complete,DSF: 0000045346,False
SCA CIP,Parapets,Design,PNS,DSF: 0000045346,False
SCA CIP,Parapets,Construction,PNS,DSF: 0000045346,False
SCA CIP,Parapets,"CM, F&E",PNS,DSF: 0000045346,False
SCA IEH,Ieh po18-3rd floor hallway by rm 312,Construction,Complete,DSF: 0000045435,False
SCA IEH,Ieh po18-main staircase a/c 4th fl to sub basement,Construction,In-Progress,DSF: 0000049252,False
SCA CIP,Water infiltration/parapets,Scope,Complete,"DSF: 0000795434, 0000818615",False
SCA CIP,Water infiltration/parapets,Design,Complete,"DSF: 0000795434, 0000818615",False
SCA CIP,Water infiltration/parapets,Construction,In-Progress,"DSF: 0000795434, 0000818615",False
SCA CIP,Water infiltration/parapets,"CM, F&E",In-Progress,"DSF: 0000795434, 0000818615",False
SCA IEH,Ieh po18-back cafe,Construction,In-Progress,DSF: 0000040207,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867341,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867341,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867341,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,F&E,PNS,DSF: 0000867341,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845339,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845549,False
SCA CIP RESOA,Fy16 reso a auditorium upgrade,Scope,Complete,DSF: 0000822770,False
SCA CIP RESOA,Fy16 reso a auditorium upgrade,Design,Complete,DSF: 0000822770,False
SCA CIP RESOA,Fy16 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000822770,False
SCA CIP RESOA,Fy16 reso a auditorium upgrade,"CM, F&E",In-Progress,DSF: 0000822770,False
SCA CIP RESOA,Fy17 reso a cafeteria / multipurpose room upgrade,Scope,Complete,DSF: 0000844815,False
SCA CIP RESOA,Fy17 reso a cafeteria / multipurpose room upgrade,Design,In-Progress,DSF: 0000844815,True
SCA CIP RESOA,Fy17 reso a cafeteria / multipurpose room upgrade,Construction,PNS,DSF: 0000844815,False
SCA CIP RESOA,Fy17 reso a cafeteria / multipurpose room upgrade,"CM, F&E",PNS,DSF: 0000844815,False
DOE- RESOA,Fy13 reso a library upgrade,Construction,In-Progress,DSF: 0000754684,False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Scope,Complete,"DSF: 0000795558, 0000798321",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Design,Complete,"DSF: 0000795558, 0000798321",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Construction,In-Progress,"DSF: 0000795558, 0000798321",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,"CM, F&E",In-Progress,"DSF: 0000795558, 0000798321",False
SCA IEH,"Ieh po18-rear of auditorium ceiling & walls,stairw",Construction,Complete,DSF: 0000047706,False
SCA IEH,Ieh po18-ceiling mastic outside boiler rm,Construction,Complete,DSF: 0000048726,False
SCA CIP,Low voltage electrical system,Scope,Complete,DSF: 0000862622,False
SCA CIP,Low voltage electrical system,Design,Complete,DSF: 0000862622,False
SCA CIP,Low voltage electrical system,Construction,PNS,DSF: 0000862622,False
SCA CIP,Low voltage electrical system,"CM, F&E",PNS,DSF: 0000862622,False
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867071,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867071,True
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867071,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867071,False
SCA CIP RESOA,Fy16 reso a science lab upgrades,Scope,Complete,DSF: 0000822769,False
SCA CIP RESOA,Fy16 reso a science lab upgrades,Design,PNS,DSF: 0000822769,False
SCA CIP RESOA,Fy16 reso a science lab upgrades,Construction,PNS,DSF: 0000822769,False
SCA CIP RESOA,Fy16 reso a science lab upgrades,"CM, F&E",PNS,DSF: 0000822769,False
SCA CIP RESOA,Fy16 reso a music room upgrade,Scope,Complete,DSF: 0000844109,False
SCA CIP RESOA,Fy16 reso a music room upgrade,Design,Complete,DSF: 0000844109,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867339,True
SCA CIP RESOA,Fy16 reso a music room upgrade,Construction,PNS,DSF: 0000844109,False
SCA CIP RESOA,Fy16 reso a music room upgrade,"CM, F&E",PNS,DSF: 0000844109,False
SCA CIP RESOA,Fy16 reso a gymnasium upgrade,Scope,Complete,DSF: 0000844110,False
DOE- RESOA,Fy13 reso a auditorium blackbox the,Construction,PNS,DSF: 0000775556,False
SCA CIP,Planyc boiler conversion/cimate control,Scope,Complete,"DSF: 0000718946, 0000731099",False
SCA CIP,Planyc boiler conversion/cimate control,Design,Complete,"DSF: 0000718946, 0000731099",False
SCA CIP,Planyc boiler conversion/cimate control,Construction,In-Progress,"DSF: 0000718946, 0000731099",False
SCA CIP,Planyc boiler conversion/cimate control,"CM, F&E",In-Progress,"DSF: 0000718946, 0000731099",False
SCA CIP,Flood elimination,Scope,Complete,DSF: 0000785769,True
SCA CIP,Flood elimination,Design,Complete,DSF: 0000785769,False
SCA CIP,Flood elimination,Construction,In-Progress,DSF: 0000785769,False
SCA CIP,Flood elimination,"CM, F&E",In-Progress,DSF: 0000785769,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867195,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867195,False
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867195,False
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867195,False
SCA CIP,Exterior masonry/roofs/parapets,Scope,Complete,"DSF: 0000763231, 0000763232, 0000763233",False
SCA CIP,Exterior masonry/roofs/parapets,Design,Complete,"DSF: 0000763231, 0000763232, 0000763233",False
SCA CIP,Exterior masonry/roofs/parapets,Construction,In-Progress,"DSF: 0000763231, 0000763232, 0000763233",False
SCA CIP,Exterior masonry/roofs/parapets,"CM, F&E",In-Progress,"DSF: 0000763231, 0000763232, 0000763233",False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000866418,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000866418,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000866418,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000866418,False
SCA IEH,Ieh po18-3rd floor,Construction,Complete,DSF: 0000046001,False
DOE- RESOA,Fy16 reso a locker upgrades,Construction,In-Progress,DSF: 0000822835,False
DOE- RESOA,Fy17 reso a auditorium  upgrade,Construction,In-Progress,DSF: 0000844184,False
DOE- RESOA,Fy17 reso a art room renovation,Construction,In-Progress,DSF: 0000844189,False
SCA CIP,Planyc climate ctrl/planyc boiler conversion,Scope,In-Progress,"DSF: 0000798379, 0000798381",True
SCA CIP,Planyc climate ctrl/planyc boiler conversion,Design,PNS,"DSF: 0000798379, 0000798381",False
SCA CIP,Planyc climate ctrl/planyc boiler conversion,Construction,PNS,"DSF: 0000798379, 0000798381",False
SCA CIP,Planyc climate ctrl/planyc boiler conversion,"CM, F&E",PNS,"DSF: 0000798379, 0000798381",False
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,Scope,Complete,"DSF: 0000775605, 0000775606",True
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,Design,Complete,"DSF: 0000775605, 0000775606",True
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,Construction,In-Progress,"DSF: 0000775605, 0000775606",False
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,"CM, F&E",In-Progress,"DSF: 0000775605, 0000775606",True
SCA CIP,Eny supplemental cooling,Scope,Complete,DSF: 0000865806,False
SCA CIP,Eny supplemental cooling,Design,In-Progress,DSF: 0000865806,True
SCA CIP,Eny supplemental cooling,Construction,PNS,DSF: 0000865806,False
SCA CIP,Eny supplemental cooling,"CM, F&E",PNS,DSF: 0000865806,False
SCA CIP RESOA,Fy15 reso a auditorium upgrade,Scope,Complete,DSF: 0000800081,False
SCA CIP RESOA,Fy15 reso a auditorium upgrade,Design,In-Progress,DSF: 0000800081,True
SCA CIP RESOA,Fy15 reso a auditorium upgrade,Construction,PNS,DSF: 0000800081,False
SCA CIP RESOA,Fy15 reso a auditorium upgrade,"CM, F&E",PNS,DSF: 0000800081,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Scope,Complete,DSF: 0000823552,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Design,In-Progress,DSF: 0000823552,True
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Construction,PNS,DSF: 0000823552,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,"CM, F&E",PNS,DSF: 0000823552,False
SCA IEH,Ieh po18-fan room b2,Construction,Complete,DSF: 0000047066,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,Scope,Complete,DSF: 0000844194,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,Design,Complete,DSF: 0000844194,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,Construction,Complete,DSF: 0000844194,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,"CM, F&E",Complete,DSF: 0000844194,False
SCA IEH,Ieh po18-tunnels,Construction,Complete,DSF: 0000046929,False
SCA IEH,Ieh po18-crawl space,Construction,Complete,DSF: 0000047165,False
SCA IEH,Ieh po18-bsmt machine room,Construction,Complete,DSF: 0000047647,False
SCA IEH,"Ieh po18-rooms:422,424,426,433,440,441, 442 and 44",Construction,Complete,DSF: 0000047846,False
SCA IEH,"Ieh po18-rooms 422, 424, 426, 433 and 442",Construction,Complete,DSF: 0000048425,False
SCA IEH,"Ieh po18-room  230 , 244 , and 114",Construction,Complete,DSF: 0000048415,False
SCA CAPACITY,New school,Scope,Complete,DSF: 0000730952,False
FAST TRACK PROJECTS,Ctf charter match promethean boards,Construction,Complete,DSF: 0000865766,False
SCA CIP,Tcu removal & playground redevelopment,Scope,Complete,DSF: 0000822265,False
SCA CIP,Tcu removal & playground redevelopment,Design,Complete,DSF: 0000822265,False
SCA CIP,Tcu removal & playground redevelopment,Construction,In-Progress,DSF: 0000822265,False
SCA CIP,Tcu removal & playground redevelopment,"CM, F&E",In-Progress,DSF: 0000822265,False
SCA CIP RESOA,Fy16 reso a air conditioning split system,Scope,PNS,DSF: 0000822716,True
SCA CIP RESOA,Fy16 reso a air conditioning split system,Design,PNS,DSF: 0000822716,False
SCA CIP RESOA,Fy16 reso a air conditioning split system,Construction,PNS,DSF: 0000822716,False
SCA CIP RESOA,Fy16 reso a air conditioning split system,"CM, F&E",PNS,DSF: 0000822716,False
SCA IEH,"Ieh po18-rooms 205,207,213,215",Construction,Complete,DSF: 0000045426,False
SCA CIP,Ext masonry/roofs,Scope,Complete,"DSF: 0000777681, 0000799928",False
SCA CIP,Ext masonry/roofs,Design,Complete,"DSF: 0000777681, 0000799928",False
SCA CIP,Ext masonry/roofs,Construction,In-Progress,"DSF: 0000777681, 0000799928",False
SCA CIP,Ext masonry/roofs,"CM, F&E",In-Progress,"DSF: 0000777681, 0000799928",False
SCA CIP RESOA,Fy15 reso a science lab upgrades,Scope,Complete,DSF: 0000800478,False
SCA CIP RESOA,Fy15 reso a science lab upgrades,Design,PNS,DSF: 0000800478,False
SCA CIP RESOA,Fy15 reso a science lab upgrades,Construction,PNS,DSF: 0000800478,False
SCA CIP RESOA,Fy15 reso a science lab upgrades,"CM, F&E",PNS,DSF: 0000800478,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000845247,True
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DOE- RESOA,Fy14 reso a playground upgrade,Construction,PNS,DSF: 0000777335,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866006,False
SCA CIP,Masonry,Scope,In-Progress,DSF: 0000852189,True
SCA CIP,Masonry,Design,PNS,DSF: 0000852189,False
SCA CIP,Masonry,Construction,PNS,DSF: 0000852189,False
SCA CIP,Masonry,"CM, F&E",PNS,DSF: 0000852189,False
SCA CIP RESOA,Fy18 reso a library upgrades,Scope,PNS,DSF: 0000866406,True
SCA CIP RESOA,Fy18 reso a library upgrades,Design,PNS,DSF: 0000866406,False
SCA CIP RESOA,Fy18 reso a library upgrades,Construction,PNS,DSF: 0000866406,False
SCA CIP RESOA,Fy18 reso a library upgrades,"CM, F&E",PNS,DSF: 0000866406,False
SCA IEH,Ieh po18-room 411,Construction,Complete,DSF: 0000048349,False
SCA IEH,"Ieh po18-rooms #204, 304, 404, 308, 206 and 206a",Construction,Complete,DSF: 0000048447,False
DOE- RESOA,Fy15 reso a technology upgrade,Construction,PNS,DSF: 0000821901,False
DOE- RESOA,Fy17 reso a auditorium  upgrade,Construction,In-Progress,DSF: 0000844197,False
SCA IEH,Soil investigation and remediation,Construction,Complete,DSF: 0000843735,False
SCA IEH,"Ieh po18-rooms 412,423,424,425,426,427,429,431",Construction,Complete,DSF: 0000048886,False
DOE- RESOA,Fy17 reso a science lab upgrades,Construction,In-Progress,DSF: 0000844206,False
SCA CIP,Play yard surface defects,Scope,Complete,DSF: 0000843698,False
SCA CIP,Play yard surface defects,Design,Complete,DSF: 0000843698,False
SCA CIP,Play yard surface defects,Construction,In-Progress,DSF: 0000843698,False
SCA CIP,Play yard surface defects,"CM, F&E",In-Progress,DSF: 0000843698,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866008,False
SCA CIP RESOA,Fy17 reso a library upgrades,Scope,Complete,DSF: 0000844931,False
SCA CIP RESOA,Fy17 reso a library upgrades,Design,Complete,DSF: 0000844931,False
SCA CIP RESOA,Fy17 reso a library upgrades,Construction,Complete,DSF: 0000844931,False
SCA CIP RESOA,Fy17 reso a library upgrades,"CM, F&E",Complete,DSF: 0000844931,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Scope,PNS,DSF: 0000867277,True
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Design,PNS,DSF: 0000867277,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Construction,PNS,DSF: 0000867277,True
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,"CM, F&E",PNS,DSF: 0000867277,False
DOE - SKILLED TRADES,Ace steam system optimization,Construction,In-Progress,DSF: 0000809992,False
SCA CIP RESOA,Fy13 reso a- greenhouse,Scope,Complete,DSF: 0000754508,False
SCA CIP RESOA,Fy13 reso a- greenhouse,Design,Complete,DSF: 0000754508,True
SCA CIP RESOA,Fy13 reso a- greenhouse,Construction,PNS,DSF: 0000754508,False
SCA CIP RESOA,Fy13 reso a- greenhouse,"CM, F&E",PNS,DSF: 0000754508,False
SCA IEH,"Ieh po18- rooms: 114, 116 and 126",Construction,In-Progress,DSF: 0000049494,False
DOE - SKILLED TRADES,Reso a hydroponics classroom,Construction,In-Progress,DSF: 0000866188,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867193,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867193,False
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867193,False
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867193,False
SCA CAPACITY,New school,Design,Complete,DSF: 0000730952,True
SCA CAPACITY,New school,Construction,In-Progress,DSF: 0000730952,False
SCA CAPACITY,New school,"CM,Art,F&E",In-Progress,DSF: 0000730952,False
SCA CIP,Hvac (bms) work/backflow preventer & water meter,Scope,Complete,"DSF: 0000764420, 0000764431",False
SCA CIP,Hvac (bms) work/backflow preventer & water meter,Design,Complete,"DSF: 0000764420, 0000764431",False
SCA CIP RESOA,Fy16 reso a gymnasium upgrade,Design,Complete,DSF: 0000844110,True
SCA CIP RESOA,Fy16 reso a gymnasium upgrade,Construction,In-Progress,DSF: 0000844110,True
SCA CIP RESOA,Fy16 reso a gymnasium upgrade,"CM, F&E",In-Progress,DSF: 0000844110,True
SCA CIP RESOA,Fy17 reso a electrical systems,Scope,Complete,DSF: 0000844814,False
SCA CIP RESOA,Fy17 reso a electrical systems,Design,Complete,DSF: 0000844814,False
SCA CIP RESOA,Fy17 reso a electrical systems,Construction,PNS,DSF: 0000844814,False
SCA CIP RESOA,Fy17 reso a electrical systems,"CM, F&E",PNS,DSF: 0000844814,False
SCA IEH,Ieh po18-2nd fl cafeteria,Construction,Complete,DSF: 0000049008,False
DOE- RESOA,Fy12 reso a auditorium upgrade,Construction,PNS,DSF: 0000731685,False
SCA IEH,"Ieh po18-1st, 2nd , 3rd corridors",Construction,Complete,DSF: 0000045567,False
SCA IEH,Ieh po18-cafeteria,Construction,In-Progress,DSF: 0000049669,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844633,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845443,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845179,False
SCA CIP,Full program accessibility,Scope,Complete,DSF: 0000801085,False
SCA CIP,Full program accessibility,Design,Complete,DSF: 0000801085,False
SCA CIP,Full program accessibility,Construction,PNS,DSF: 0000801085,False
SCA CIP,Full program accessibility,"CM, F&E",PNS,DSF: 0000801085,False
SCA CIP,Windows/parapets/ext masonry/roofs,Scope,Complete,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",False
SCA CIP,Windows/parapets/ext masonry/roofs,Design,In-Progress,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",True
SCA CIP,Windows/parapets/ext masonry/roofs,Construction,PNS,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",False
SCA CIP,Windows/parapets/ext masonry/roofs,"CM, F&E",PNS,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867246,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867246,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867246,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867246,False
SCA CIP,Ceiling tile replacement,Scope,Complete,DSF: 0000822206,False
SCA CIP,Ceiling tile replacement,Design,Complete,DSF: 0000822206,False
SCA CIP,Ceiling tile replacement,Construction,Complete,DSF: 0000822206,False
SCA CIP,Ceiling tile replacement,"CM, F&E",Complete,DSF: 0000822206,False
SCA IEH,Ieh po18-teachers cafe b-3,Construction,Complete,DSF: 0000046376,False
SCA IEH,"Ieh po18-rms 226,221,1st fl & all staircase half l",Construction,In-Progress,DSF: 0000049625,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000845559,True
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867074,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867074,False
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867074,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867074,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000866339,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000866339,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000866339,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000866339,False
