,project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
131,2,M661,OLD MABLE DEAN BACON VOC HS AX,SCA CIP,WORK REQUIRED TO OBTAIN C OF O,"CM, F&E",PNS,PNS,PNS,PNS,135000,135000.0,3259.0,DSF: 0000622222,False
132,2,M661,MNHT COMPR. NIGHT & DAY HS - M,SCA IEH,IEH PO18-BASEMENT IT OFFICE AND SERVER ROOM,Construction,Complete,08/09/2017,IEH,12/23/2017,IEH,20623.0,1526.0,DSF: 0000048048,False
133,2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,Complete,01/13/2017,05/15/2017,02/08/2017,0,3174.0,3174.0,DSF: 0000800742,False
134,2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,Complete,02/08/2017,08/08/2017,04/12/2017,13360,12760.0,12760.0,DSF: 0000800742,False
135,2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Construction,In-Progress,06/28/2017,04/23/2018,,195941,127685.0,3944.0,DSF: 0000800742,False
136,2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,"CM, F&E",In-Progress,06/28/2017,04/23/2018,,90128,99337.0,11260.0,DSF: 0000800742,False
137,2,M807,HARVEY MILK SCHOOL - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,06/24/2013,12/31/2013,09/30/2017,DIIX,164632.0,164632.0,DSF: 0000776339,True
138,2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866404,True
139,2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,21000,21000.0,0.0,DSF: 0000866404,False
140,2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,308000,308000.0,0.0,DSF: 0000866404,False
141,2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,21000,21000.0,0.0,DSF: 0000866404,False
142,2,M833,HS FOR ECONOMICS & FINANCE - M,SCA IEH,"IEH PO18-ROOMS -303, 304, 307, 308, 509, 510, 504",Construction,Complete,12/29/2016,IEH,07/02/2017,IEH,168513.0,2797.0,DSF: 0000044725,False
143,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,Complete,06/16/2015,11/13/2015,11/09/2015,54315,76056.0,76056.0,"DSF: 0000821944, 0000832931",False
144,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,Complete,02/26/2016,08/26/2016,11/18/2016,217260,369930.0,298058.0,"DSF: 0000821944, 0000832931",False
145,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Construction,In-Progress,06/26/2017,12/17/2018,,4073625,3696547.0,25977.0,"DSF: 0000821944, 0000832931",False
146,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,"CM, F&E",In-Progress,06/26/2017,12/17/2018,,253470,71597.0,71597.0,"DSF: 0000821944, 0000832931",False
147,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Scope,PNS,PNS,PNS,PNS,0,12572.0,6594.0,DSF: 0000845595,False
148,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Design,PNS,PNS,PNS,PNS,12000,5581.0,5581.0,DSF: 0000845595,False
149,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Construction,PNS,PNS,PNS,PNS,176000,176000.0,188.0,DSF: 0000845595,False
150,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,4226.0,DSF: 0000845595,False
151,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866424,True
152,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000866424,False
153,11,X089,P.S. 89 - BRONX,SCA CIP,FLOOD ELIMINATION,Design,PNS,PNS,PNS,PNS,106442,106442.0,0.0,DSF: 0000884892,False
154,2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA Furniture & Equi,FY15 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,60000,60000.0,0.0,DSF: 0000800092,False
155,2,M834,HS FOR ENVIRONMENTAL STUDIES -,DOE - Skilled Trades,COOLING TOWERS REPLACEMENT,Construction,In-Progress,03/11/2017,DOES,,DOES,523637.0,373469.0,DSF: 0000832950,False
156,2,M844,M721 SPED - MANHATTAN,SCA IEH,IEH PO18-8TH FL CONFERENCE ROOM,Construction,Complete,08/11/2017,IEH,12/02/2017,IEH,27716.0,2170.0,DSF: 0000048106,False
157,2,M860,P.S. 343 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,676994.0,0.0,DSF: 0000776543,True
158,2,M874,BARUCH COLLEGE CAMPUS HS - M,SCA IEH,IEH PO18-ROOM 510,Construction,Complete,10/13/2017,IEH,10/15/2017,IEH,41340.0,5478.0,DSF: 0000049006,False
159,2,M874,BARUCH COLLEGE CAMPUS HS - M,DOE- RESOA,FY15 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,275000,275000.0,0.0,DSF: 0000800428,False
160,2,M877,NEW YORK HARBOR SCHOOL - MANHA,DOE- RESOA,FY13 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,455577,455577.0,0.0,DSF: 0000754573,False
161,2,M883,HARVEST COLLEGIATE HIGH SCHOOL,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,14972.0,0.0,DSF: 0000777130,True
162,2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866433,True
163,2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000866433,False
164,2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,88000,88000.0,0.0,DSF: 0000866433,False
165,2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000866433,False
166,2,M920,SATELLITE ACADEMY - M,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,31644.0,0.0,DSF: 0000777132,True
167,2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,IEH PO18-ROOM 403 & STUDENT BATHROOM,Construction,Complete,06/22/2017,IEH,10/03/2017,IEH,762.0,762.0,DSF: 0000047410,False
168,2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,"IEH PO18-2ND FL BOYS BATH, 6TH FL HALLWAY, ROOM 60",Construction,Complete,08/24/2017,IEH,09/01/2017,IEH,26529.0,1530.0,DSF: 0000048345,False
169,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866407,True
170,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000866407,False
171,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,176000,176000.0,0.0,DSF: 0000866407,False
172,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000866407,False
173,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/13/2017,02/13/2018,,0,102.0,102.0,DSF: 0000867223,True
174,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,24000,23898.0,410.0,DSF: 0000867223,False
175,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,352000,352000.0,0.0,DSF: 0000867223,False
176,3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,24000,24000.0,1089.0,DSF: 0000867223,False
177,3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-OUTSIDE ROOM 108,Construction,Complete,05/30/2017,IEH,11/16/2017,IEH,1956.0,1456.0,DSF: 0000047025,False
178,3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-ROOM 312,Construction,Complete,11/03/2017,IEH,11/25/2017,IEH,34409.0,3922.0,DSF: 0000049229,False
179,3,M009,I.S. 243 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,126948.0,0.0,DSF: 0000777061,True
180,3,M009,P.S. 9 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,126948.0,0.0,DSF: 0000777060,True
181,3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Scope,PNS,PNS,PNS,PNS,0,251.0,251.0,DSF: 0000800099,False
182,3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Design,PNS,PNS,PNS,PNS,12793,7849.0,1003.0,DSF: 0000800099,False
183,3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Construction,PNS,PNS,PNS,PNS,187631,118800.0,0.0,DSF: 0000800099,False
184,3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,"CM, F&E",PNS,PNS,PNS,PNS,12793,8100.0,0.0,DSF: 0000800099,False
185,3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867369,True
186,3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,4800,4800.0,0.0,DSF: 0000867369,False
187,3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,70400,70400.0,0.0,DSF: 0000867369,False
188,3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,4800,4800.0,0.0,DSF: 0000867369,False
189,3,M044,P.S. 334 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN DELIVERY ENTRANCE,Construction,Complete,08/31/2017,IEH,09/01/2017,IEH,14020.0,1846.0,DSF: 0000048525,False
190,3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Scope,Complete,07/02/2014,11/18/2014,10/28/2014,26490,48680.0,39668.0,DSF: 0000785205,False
191,3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Design,Complete,12/03/2014,05/06/2015,07/14/2015,97130,92328.0,67276.0,DSF: 0000785205,False
192,3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Construction,In-Progress,10/19/2016,07/15/2017,,1028695,1429405.0,1040361.0,DSF: 0000785205,False
193,3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,"CM, F&E",In-Progress,10/19/2016,07/15/2017,,238410,271713.0,253211.0,DSF: 0000785205,False
194,3,M054,I.S. 54 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,301650.0,0.0,DSF: 0000777087,True
195,3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,Complete,07/11/2013,12/12/2013,02/14/2014,110989,75354.0,75354.0,"DSF: 0000775607, 0000775608",False
196,3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,Complete,02/18/2014,07/18/2014,07/25/2014,436623,467318.0,445008.0,"DSF: 0000775607, 0000775608",False
197,3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Construction,In-Progress,06/13/2016,09/05/2017,,7528581,7348197.0,6373029.0,"DSF: 0000775607, 0000775608",False
198,3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",In-Progress,06/13/2016,09/05/2017,,613272,645902.0,629266.0,"DSF: 0000775607, 0000775608",False
199,3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867196,True
200,3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000867196,False
201,3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,176000,176000.0,0.0,DSF: 0000867196,False
202,3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000867196,False
203,3,M075,P.S. 75 - MANHATTAN,Fast Track Projects,TEMPORARY BOILER,Construction,In-Progress,10/05/2015,FTK,,FTK,856639.0,338489.0,DSF: 0000823602,False
204,3,M075,P.S. 75 - MANHATTAN,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,Complete,04/02/2015,05/26/2017,05/26/2017,96329,96329.0,96329.0,DSF:,False
205,3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,03/02/2017,06/30/2017,04/04/2017,0,12434.0,12434.0,DSF: 0000844204,False
206,3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,Complete,04/04/2017,09/01/2017,05/12/2017,18169,8337.0,2472.0,DSF: 0000844204,False
207,3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,Complete,06/27/2017,01/22/2018,11/14/2017,266472,256463.0,181106.0,DSF: 0000844204,False
208,3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",Complete,06/27/2017,01/22/2018,11/14/2017,18169,28375.0,10797.0,DSF: 0000844204,False
209,3,M076,P.S. 76 - MANHATTAN,SCA IEH,IEH PO18-ROOM 221 & HALLWAY NEAR ROOM 329,Construction,Complete,06/14/2017,IEH,07/22/2017,IEH,15329.0,2644.0,DSF: 0000047312,False
210,3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Scope,Complete,07/22/2015,10/22/2015,04/22/2016,39525,43607.0,43607.0,DSF: 0000822215,False
211,3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Design,Complete,04/27/2016,09/27/2016,05/17/2017,158100,153974.0,118692.0,DSF: 0000822215,False
212,3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Construction,In-Progress,08/07/2017,07/08/2018,,2964375,2724400.0,23468.0,DSF: 0000822215,False
213,3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,"CM, F&E",In-Progress,08/07/2017,07/08/2018,,184450,88383.0,87920.0,DSF: 0000822215,False
214,3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867438,True
215,3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000867438,False
216,3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,66000,66000.0,0.0,DSF: 0000867438,False
217,3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000867438,False
218,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000888809,True
219,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,45000,45000.0,0.0,DSF: 0000888809,False
220,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,660000.0,0.0,DSF: 0000888809,False
221,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,45000,45000.0,0.0,DSF: 0000888809,False
222,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,Complete,05/22/2013,10/07/2013,08/16/2013,0,97351.0,79730.0,DSF: 0000776001,False
223,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,Complete,04/07/2016,09/07/2016,10/17/2016,150375,121558.0,89874.0,DSF: 0000776001,False
224,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Construction,In-Progress,12/18/2017,11/12/2018,,2205500,2057027.0,27977.0,DSF: 0000776001,False
225,3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,"CM, F&E",In-Progress,12/18/2017,11/12/2018,,150375,37834.0,37625.0,DSF: 0000776001,False
226,3,M084,P.S. 84 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 336, 232, 128",Construction,Complete,09/21/2017,IEH,12/10/2017,IEH,79916.0,2684.0,DSF: 0000048671,False
227,3,M084,M.S. M247 DUAL LANGUAGE MIDDLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,02/01/2018,,100000,99249.0,99249.0,DSF: 0000844415,True
228,3,M084,M.S. M247 DUAL LANGUAGE MIDDLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,02/05/2018,,35000,34738.0,34738.0,DSF: 0000845392,True
229,3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000844933,True
230,3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,PNS,PNS,PNS,PNS,3900,25334.0,0.0,DSF: 0000844933,False
231,3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,57200,371569.0,0.0,DSF: 0000844933,False
232,3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",PNS,PNS,PNS,PNS,50259,46359.0,0.0,DSF: 0000844933,False
233,3,M087,P.S. 87 - MANHATTAN,SCA IEH,IEH PO18-GYM,Construction,Complete,08/03/2016,IEH,12/07/2017,IEH,2467.0,2467.0,DSF: 0000042305,False
234,3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,In-Progress,10/17/2011,DOES,,DOES,4150.0,1150.0,DSF: 0000754323,False
235,3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,Complete,06/29/2017,09/26/2017,09/26/2017,DOES,162719.0,162719.0,DSF: 0000808861,False
236,3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,GYMNASIUM CEILING,Construction,In-Progress,06/30/2016,DOES,,DOES,84706.0,84706.0,DSF: 0000830939,False
237,3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,Complete,12/15/2015,04/01/2016,04/22/2016,19125,33195.0,33195.0,DSF: 0000843677,False
238,3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,Complete,04/27/2016,09/27/2016,04/04/2017,76500,127083.0,69045.0,DSF: 0000843677,False
239,3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,07/24/2017,04/19/2018,,1434375,1338281.0,171240.0,DSF: 0000843677,False
240,3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,07/24/2017,04/19/2018,,96697,66363.0,58065.0,DSF: 0000843677,False
241,3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,Complete,02/17/2017,06/20/2017,04/20/2017,6832,125.0,125.0,DSF: 0000865809,False
242,3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Design,Complete,05/17/2017,10/18/2017,12/13/2017,25050,500.0,500.0,DSF: 0000865809,False
243,3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,265301,265301.0,7687.0,DSF: 0000865809,False
244,3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,61486,61486.0,3898.0,DSF: 0000865809,False
245,3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,08/25/2017,12/26/2017,09/29/2017,7774,2580.0,2580.0,DSF: 0000867041,False
246,3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,09/29/2017,03/28/2018,,28505,28505.0,10318.0,DSF: 0000867041,True
247,3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,301896,301896.0,188.0,DSF: 0000867041,False
248,3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,117602,117602.0,2680.0,DSF: 0000867041,False
249,10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,Complete,08/14/2013,09/04/2014,08/22/2014,45091,38906.0,38906.0,"DSF: 0000777221, 0000799534",False
250,10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,Complete,09/11/2014,07/23/2015,06/05/2015,171681,177798.0,170021.0,"DSF: 0000777221, 0000799534",False
251,10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Construction,In-Progress,05/15/2017,08/07/2018,,2439972,2230892.0,2020506.0,"DSF: 0000777221, 0000799534",False
252,10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,"CM, F&E",In-Progress,05/15/2017,08/07/2018,,323266,157415.0,156652.0,"DSF: 0000777221, 0000799534",False
253,10,X475,BRONX THEATRE HS - BRONX,SCA IEH,IEH PO18-RMS 146 & 148,Construction,In-Progress,07/17/2017,IEH,,IEH,990.0,490.0,DSF: 0000047667,False
254,10,X475,BRONX THEATRE HS - BRONX,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,170000.0,1676.0,DSF: 0000866081,False
255,10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 401,Construction,Complete,06/21/2017,IEH,08/01/2017,IEH,10926.0,3220.0,DSF: 0000047400,False
256,10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 117 CLOSET,Construction,Complete,08/15/2017,IEH,09/23/2017,IEH,16181.0,5678.0,DSF: 0000048206,False
257,10,X819,P.S. 207 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,07/14/2017,10/23/2017,100000,99250.0,99250.0,DSF: 0000845043,False
258,10,X826,P.S. 226 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/08/2017,01/15/2018,08/03/2017,35000,34733.0,34733.0,DSF: 0000845026,False
259,10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,Complete,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414",False
