project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
M166,P.S. 166 - MANHATTAN,SCA CIP,MASONRY,Scope,2017-09-29,2018-02-20,75000.0,75000.0,5180.0,DSF: 0000852189,True,manhattan,93.0,69820.0,144.0
M166,P.S. 166 - MANHATTAN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,2017-07-31,,327553.0,327553.0,295387.0,DSF: 0000844197,False,manhattan,10.0,32166.0,
M180,P.S. 180 - MANHATTAN,DOE- RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,2017-07-10,,115418.0,115418.0,115418.0,DSF: 0000844206,False,manhattan,0.0,0.0,
M185,P.S. 185 - MANHATTAN,SCA CIP,PLAY YARD SURFACE DEFECTS,Construction,2017-09-18,2018-09-17,2621250.0,2373361.0,11761.0,DSF: 0000843698,False,manhattan,100.0,2609489.0,364.0
M185,P.S. 185 - MANHATTAN,SCA CIP,PLAY YARD SURFACE DEFECTS,"CM, F&E",2017-09-18,2018-09-17,163100.0,77910.0,77492.0,DSF: 0000843698,False,manhattan,52.0,85608.0,364.0
M185,P.S. 185 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-06,,,170000.0,1335.0,DSF: 0000866008,False,manhattan,,,
M191,THE RIVERSIDE SCHOOL FOR MAKER,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,2016-10-12,,,58293.0,58293.0,DSF: 0000809992,False,manhattan,,,
M199,P.S. 199 - MANHATTAN,SCA IEH,"IEH PO18- ROOMS: 114, 116 AND 126",Construction,2017-11-24,,,1278.0,778.0,DSF: 0000049494,False,manhattan,,,
M199,P.S. 199 - MANHATTAN,DOE - Skilled Trades,RESO A HYDROPONICS CLASSROOM,Construction,2017-07-19,,,279820.0,279820.0,DSF: 0000866188,False,manhattan,,,
M342,THE RIVERSIDE SCHOOL - M,SCA Capacity,NEW SCHOOL,Construction,2016-06-17,2017-09-01,83505659.0,75495211.0,71573432.0,DSF: 0000730952,False,manhattan,14.000000000000002,11932227.0,441.0
M342,THE RIVERSIDE SCHOOL - M,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",2016-06-17,2017-09-01,11759264.0,4869606.0,3207485.0,DSF: 0000730952,False,manhattan,73.0,8551779.0,441.0
X113,M.S./H.S. 272 - BRONX,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,2017-06-28,2017-12-24,220000.0,157237.0,14824.0,DSF: 0000844110,True,bronx,93.0,205176.0,179.0
X113,M.S./H.S. 272 - BRONX,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,"CM, F&E",2017-06-28,2017-12-24,15000.0,14691.0,5351.0,DSF: 0000844110,True,bronx,64.0,9649.0,179.0
X121,P.S. 121 - BRONX,SCA IEH,IEH PO18-CAFETERIA,Construction,2017-12-06,,,1382.0,882.0,DSF: 0000049669,False,bronx,,,
X127,I.S. 127 - BRONX,SCA CIP,WINDOWS/PARAPETS/EXT MASONRY/ROOFS,Design,2017-10-04,2018-03-12,474032.0,474032.0,67035.0,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",True,bronx,86.0,406997.0,159.0
X135,I.S. 556 - BRONX,SCA IEH,"IEH PO18-RMS 226,221,1ST FL & ALL STAIRCASE HALF L",Construction,2017-12-01,,,1136.0,636.0,DSF: 0000049625,False,bronx,,,
X135,PELHAM ACADEMY OF ACADEMICS AN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-26,2018-01-25,100000.0,99358.0,99358.0,DSF: 0000845559,True,bronx,1.0,642.0,30.0
X142,I.S. 529 - BRONX,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-09-29,2018-03-30,17612.0,17612.0,8319.0,DSF: 0000867074,False,bronx,53.0,9293.0,182.0
X144,I.S. 144 - BRONX,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Construction,2016-06-10,2017-12-01,6100875.0,5679773.0,3942550.0,"DSF: 0000752363, 0000752364",False,bronx,35.0,2158325.0,539.0
X144,I.S. 144 - BRONX,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",2016-06-10,2017-12-01,379610.0,449664.0,447777.0,"DSF: 0000752363, 0000752364",False,bronx,-18.0,-68167.0,539.0
X144,I.S. 144 - BRONX,SCA IEH,"IEH PO18-RMS 426, 442 310, 304,107, 121",Construction,2017-08-31,,,1294.0,794.0,DSF: 0000048462,False,bronx,,,
X160,P.S. 160 - BRONX,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,2017-10-23,2018-10-22,1732500.0,1604037.0,13637.0,DSF: 0000844984,False,bronx,99.0,1718863.0,364.0
X160,P.S. 160 - BRONX,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",2017-10-23,2018-10-22,118125.0,32829.0,32829.0,DSF: 0000844984,False,bronx,72.0,85296.0,364.0
X178,P.S. 178 - BRONX,SCA CIP,WINDOWS,Scope,2017-12-18,2018-05-04,41557.0,41557.0,1478.0,DSF: 0000886262,True,bronx,96.0,40079.0,137.0
X189,CORNERSTONE ACADEMY FOR SOCIAL,DIIT - RESOA,FY16 RESO A TECHNOLOGY UPGRADES,Construction,2017-11-17,2018-02-01,733000.0,733000.0,0.0,DSF: 0000823134,False,bronx,100.0,733000.0,76.0
X311,THE STEAM BRIDGE SCHOOL - BRON,SCA IEH,"IEH PO18-RMS 204,205,206,207,208,209,210,211,212,2",Construction,2017-10-05,,,154919.0,2852.0,DSF: 0000048890,False,bronx,,,
X362,ACADEMY FOR SCHOLARSHIP AND EN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-10-17,2018-01-25,100000.0,99249.0,99249.0,DSF: 0000845177,True,bronx,1.0,751.0,100.0
X362,ACADEMY FOR SCHOLARSHIP AND EN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2017-03-13,,,50623.0,50623.0,DSF: 0000844729,False,bronx,,,
X415,COLLEGIATE INST FOR MATH & SCI,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,2017-06-27,2018-03-23,352867.0,323092.0,154897.0,DSF: 0000843856,False,bronx,56.00000000000001,197970.0,269.0
X415,COLLEGIATE INST FOR MATH & SCI,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",2017-06-27,2018-03-23,281084.0,250081.0,23913.0,DSF: 0000843856,False,bronx,91.0,257171.0,269.0
X415,PELHAM HIGH SCHOOL FOR LANGUAG,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,4309.0,0.0,DSF: 0000777196,True,bronx,,,190.0
X415,BRONXDALE HIGH SCHOOL - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,4309.0,0.0,DSF: 0000777195,True,bronx,,,190.0
X415,ASTOR COLLEGIATE HS - BRONX,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,2015-01-15,,,450000.0,906.0,DSF: 0000821601,False,bronx,,,
X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,2017-06-26,2018-04-01,340180.0,308047.0,11897.0,DSF: 0000843857,False,bronx,97.0,328283.0,279.0
X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",2017-06-26,2018-04-01,266446.0,224496.0,11481.0,DSF: 0000843857,False,bronx,96.0,254965.0,279.0
X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP RESOA,RESO A GYMNASIUM UPGRADE,Scope,2017-09-26,2018-01-31,0.0,15804.0,1057.0,DSF: 0000866163,True,bronx,-inf,-1057.0,127.0
X455,HARRY S. TRUMAN HS - X,SCA CIP,EXT MASONRY/PARAPETS,Construction,2017-05-09,2018-08-01,4183224.0,3843039.0,1200524.0,"DSF: 0000842259, 0000844139",False,bronx,71.0,2982700.0,449.0
X455,HARRY S. TRUMAN HS - X,SCA CIP,EXT MASONRY/PARAPETS,"CM, F&E",2017-05-09,2018-08-01,279294.0,184701.0,184217.0,"DSF: 0000842259, 0000844139",False,bronx,34.0,95077.0,449.0
X455,HARRY S. TRUMAN HS - X,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-12-07,2018-06-05,62819.0,62819.0,8251.0,DSF: 0000867079,False,bronx,87.0,54568.0,180.0
X455,HARRY S. TRUMAN HS - X,DOE - Skilled Trades,COOLING TOWER REPLACEMENT,Construction,2017-03-02,,,910763.0,855750.0,DSF: 0000842273,False,bronx,,,
M470,INNOVATION DIPLOMA PLUS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-11-22,2018-05-21,22314.0,22314.0,9980.0,DSF: 0000867044,False,manhattan,55.00000000000001,12334.0,180.0
M485,FIORELLO LAGUARDIA HS - MANHAT,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,Design,2016-07-28,2017-03-28,298918.0,271273.0,187837.0,DSF: 0000800083,True,manhattan,37.0,111081.0,243.0
M485,FIORELLO LAGUARDIA HS - MANHAT,DOE - Skilled Trades,COOLING TOWER REPLACEMENT,Construction,2016-08-10,,,1184701.0,1184701.0,DSF: 0000832506,False,manhattan,,,
M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-12-14,2018-06-12,16904.0,16904.0,3967.0,DSF: 0000867046,False,manhattan,77.0,12937.0,180.0
M490,HUNTER SCIENCE HS - MANHATTAN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Design,2017-10-11,2018-03-16,18600.0,4421.0,4421.0,DSF: 0000844927,True,manhattan,76.0,14179.0,156.0
M490,MANHATTAN THEATER LAB - MANHAT,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,5654.0,0.0,DSF: 0000777127,True,manhattan,,,190.0
M490,HS FOR ARTS & TECHNOLOGY - M,DOE - Skilled Trades,WATER BOOSTER PUMPS,Construction,2016-03-04,,,62928.0,62928.0,DSF: 0000844150,False,manhattan,,,
M837,WEST END SECONDARY SCHOOL - M,SCA Lease Site Impro,LEASE (PHASE II),Construction,2017-01-18,2019-02-06,15364668.0,14321206.0,6291132.0,DSF: 0000800279,False,manhattan,59.0,9073536.0,749.0
M837,WEST END SECONDARY SCHOOL - M,SCA Lease Site Impro,LEASE (PHASE II),"CM, F&E",2017-01-18,2019-02-06,2163652.0,940541.0,310575.0,DSF: 0000800279,False,manhattan,86.0,1853077.0,749.0
M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,2017-06-28,2018-03-24,394078.0,438875.0,5879.0,DSF: 0000844928,False,manhattan,99.0,388199.0,269.0
M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",2017-06-28,2018-03-24,26869.0,42297.0,14980.0,DSF: 0000844928,False,manhattan,44.0,11889.0,269.0
M932,P.S. 859 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,842333.0,0.0,DSF: 0000776542,True,manhattan,,,190.0
M007,P.S. 7 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,798.0,DSF: 0000865994,False,manhattan,,,
M013,P.S. 497 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,94315.0,0.0,DSF: 0000777065,True,manhattan,,,190.0
M013,I.S. 13 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,94315.0,0.0,DSF: 0000777064,False,manhattan,,,190.0
M013,I.S. 13 - MANHATTAN,DOE- RESOA,FY16 RESO A INTERIOR MODERNIZATIONS,Construction,2016-10-07,,200000.0,183521.0,183521.0,DSF: 0000822748,False,manhattan,8.0,16479.0,
M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Construction,2017-07-10,2018-07-09,1159175.0,1048402.0,21098.0,"DSF: 0000808442, 0000830519",False,manhattan,98.0,1138077.0,364.0
M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,"CM, F&E",2017-07-10,2018-07-09,268650.0,103602.0,103518.0,"DSF: 0000808442, 0000830519",False,manhattan,61.0,165132.0,364.0
M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,Construction,2017-08-08,2019-09-06,17820985.0,16127798.0,42370.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False,manhattan,100.0,17778615.0,759.0
M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,"CM, F&E",2017-08-08,2019-09-06,1174829.0,121514.0,107613.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False,manhattan,91.0,1067216.0,759.0
M050,P.S. 50 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,2017-07-31,2018-01-03,51000.0,40858.0,8052.0,DSF: 0000844207,True,manhattan,84.0,42948.0,156.0
K024,P.S. 24 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2016-08-08,,,68906.0,28958.0,DSF: 0000844722,False,brooklyn,,,
K027,RED HOOK NEIGHBORHOOD SCHOOL,SCA IEH,IEH PO18-TEACHERS BATHROOM NEXT TO PROJECTIN ROOM,Construction,2017-04-03,,,4942.0,242.0,DSF: 0000045955,False,brooklyn,,,
K027,RED HOOK NEIGHBORHOOD SCHOOL,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-11-25,,,322047.0,322047.0,DSF: 0000801622,False,brooklyn,,,
K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Construction,2017-07-12,2021-07-10,83505972.0,75742675.0,1870759.0,DSF: 0000798185,False,brooklyn,98.0,81635213.0,1459.0
K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",2017-07-12,2021-07-10,11759308.0,4643029.0,924065.0,DSF: 0000798185,False,brooklyn,92.0,10835243.0,1459.0
K032,P.S. 032 SAMUEL MILLS SPROLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-10-03,2018-02-01,35000.0,34736.0,34736.0,DSF: 0000845224,True,brooklyn,1.0,264.0,121.0
K038,P.S. 38 - BROOKLYN,SCA IEH,IEH PO18-RM 338,Construction,2017-08-14,,,25338.0,632.0,DSF: 0000048172,False,brooklyn,,,
K038,P.S. 38 - BROOKLYN,DOE- RESOA,FY16 RESO A TOILETS - STUDENTS,Construction,2017-07-01,,150000.0,136836.0,136836.0,DSF: 0000822915,False,brooklyn,9.0,13164.0,
K058,P.S. 58 - BROOKLYN,SCA IEH,"IEH PO18-RMS 305,307,327,316,227",Construction,2017-11-16,,,112782.0,3848.0,DSF: 0000049365,False,brooklyn,,,
K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,Construction,2016-10-17,2018-06-08,6633000.0,6212675.0,3635527.0,"DSF: 0000775609, 0000775610",False,brooklyn,45.0,2997473.0,599.0
K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,"CM, F&E",2016-10-17,2018-06-08,412720.0,361938.0,361128.0,"DSF: 0000775609, 0000775610",False,brooklyn,13.0,51592.0,599.0
K088,I.S. 88 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-21,2017-07-21,60000.0,57951.0,57951.0,DSF: 0000844875,True,brooklyn,3.0,2049.0,30.0
K094,P.S. 94 - BROOKLYN,SCA CIP,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,Design,2017-02-10,2017-07-13,270138.0,279256.0,134323.0,"DSF: 0000821882, 0000846897, 0000846900",True,brooklyn,50.0,135815.0,153.0
K094,P.S. 94 - BROOKLYN,SCA IEH,"IEH PO18-RM 413A -BATHROOM, RM 309 -COMPUTER RM CL",Construction,2016-11-10,,,10251.0,1751.0,DSF: 0000043648,False,brooklyn,,,
K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-HALLWAY & STAIRWELLS ON 2ND FL,Construction,2017-08-09,,,7836.0,436.0,DSF: 0000048066,False,brooklyn,,,
K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-VESTIBULE,Construction,2017-12-15,,,20762.0,1486.0,DSF: 0000049826,False,brooklyn,,,
K107,P.S. 107 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Design,2017-11-29,2018-05-02,239847.0,239847.0,8321.0,"DSF: 0000869783, 0000869784, 0000869785",True,brooklyn,97.0,231526.0,154.0
K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,Construction,2017-07-10,2018-10-02,4107567.0,3675766.0,36525.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False,brooklyn,99.0,4071042.0,449.0
K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,"CM, F&E",2017-07-10,2018-10-02,698295.0,15572.0,15572.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False,brooklyn,98.0,682723.0,449.0
K124,P.S. 124 SILAS B. DUTCHER,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-26,2018-01-25,125000.0,124060.0,124060.0,DSF: 0000845215,True,brooklyn,1.0,940.0,30.0
K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Construction,2016-12-12,2018-10-02,13567567.0,12224391.0,4762181.0,"DSF: 0000779686, 0000803012, 0000803013",False,brooklyn,65.0,8805386.0,659.0
K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,"CM, F&E",2016-12-12,2018-10-02,1038961.0,353830.0,352846.0,"DSF: 0000779686, 0000803012, 0000803013",False,brooklyn,66.0,686115.0,659.0
K130,P.S. 130 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,277505.0,0.0,DSF: 0000776750,True,brooklyn,,,190.0
K130,P.S. 130 - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,2017-02-09,,,51799.0,0.0,DSF: 0000866084,True,brooklyn,,,
K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Construction,2017-06-26,2019-03-17,14541757.0,13342562.0,59184.0,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",False,brooklyn,100.0,14482573.0,629.0
K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,"CM, F&E",2017-06-26,2019-03-17,1049286.0,161558.0,160844.0,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",False,brooklyn,85.0,888442.0,629.0
K131,P.S. 131 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,304442.0,0.0,DSF: 0000776751,True,brooklyn,,,190.0
K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,2017-06-30,2018-01-25,169411.0,152230.0,3430.0,DSF: 0000844877,False,brooklyn,98.0,165981.0,209.0
K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",2017-06-30,2018-01-25,11551.0,15968.0,8963.0,DSF: 0000844877,False,brooklyn,22.0,2588.0,209.0
K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,2017-12-12,2018-02-12,0.0,342.0,342.0,DSF: 0000867217,True,brooklyn,-inf,-342.0,62.0
K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,Construction,2017-08-03,2018-08-02,898920.0,863707.0,277408.0,"DSF: 0000844879, 0000844880",False,brooklyn,69.0,621512.0,364.0
K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,"CM, F&E",2017-08-03,2018-08-02,61290.0,26263.0,25844.0,"DSF: 0000844879, 0000844880",False,brooklyn,57.99999999999999,35446.0,364.0
K136,I.S. 136 - BROOKLYN,SCA IEH,"IEH PO18-STAIRS #4, STAIRS #5",Construction,2015-12-01,,,11798.0,798.0,DSF: 0000039143,False,brooklyn,,,
M057,P.S. 57 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,353609.0,0.0,DSF: 0000777088,True,manhattan,,,190.0
M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,2017-07-31,2019-01-21,9658125.0,8841882.0,425136.0,DSF: 0000822096,False,manhattan,96.0,9232989.0,539.0
M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM, F&E",2017-07-31,2019-01-21,600950.0,189565.0,186888.0,DSF: 0000822096,False,manhattan,69.0,414062.0,539.0
M083,P.S. 182 - MANHATTAN,DOE- RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,2016-07-27,,150000.0,27591.0,27591.0,DSF: 0000822278,False,manhattan,82.0,122409.0,
M096,P.S. 96 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,280442.0,0.0,DSF: 0000777109,True,manhattan,,,190.0
M096,P.S. 96 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-06,,,170000.0,1088.0,DSF: 0000866000,False,manhattan,,,
M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,Construction,2017-03-20,2018-06-17,2300625.0,2156269.0,1345539.0,DSF: 0000822240,False,manhattan,42.0,955086.0,454.0
M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,"CM, F&E",2017-03-20,2018-06-17,143150.0,189726.0,184850.0,DSF: 0000822240,False,manhattan,-28.999999999999996,-41700.0,454.0
M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 214 & 216,Construction,2017-11-24,,,35459.0,702.0,DSF: 0000049492,False,manhattan,,,
M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOM 315 TO ROOM 215,Construction,2017-12-04,,,11438.0,424.0,DSF: 0000049626,False,manhattan,,,
M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-08-03,,,800.0,0.0,DSF:,True,manhattan,,,
M101,PS/IS 375 - MANHATTAN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,2017-07-18,,92309.0,92309.0,52801.0,DSF: 0000844857,False,manhattan,43.0,39508.0,
M102,P.S. 102 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-08-04,,,800.0,0.0,DSF:,True,manhattan,,,
M107,THE HERITAGE SCHOOL - MANHATTA,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-06,,,170000.0,1593.0,DSF: 0000866002,False,manhattan,,,
M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Construction,2017-02-10,2018-08-03,7218517.0,6575930.0,757415.0,"DSF: 0000798339, 0000798341, 0000831121, 0000844074",False,manhattan,90.0,6461102.0,539.0
M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,"CM, F&E",2017-02-10,2018-08-03,629462.0,222911.0,215443.0,"DSF: 0000798339, 0000798341, 0000831121, 0000844074",False,manhattan,66.0,414019.0,539.0
M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,2017-08-22,2017-12-22,17520.0,15739.0,7124.0,DSF: 0000844856,True,manhattan,59.0,10396.0,122.0
M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,2017-07-10,2018-04-05,1255500.0,1181315.0,504180.0,DSF: 0000785833,False,manhattan,60.0,751320.0,269.0
M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",2017-07-10,2018-04-05,88211.0,114274.0,102029.0,DSF: 0000785833,False,manhattan,-16.0,-13818.0,269.0
M117,I.S. 12 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 400 & 401,Construction,2017-11-16,,,57883.0,986.0,DSF: 0000049367,False,manhattan,,,
M121,P.S. 38 ROBERTO CLEMENTE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-10-13,2018-01-25,100000.0,99296.0,99296.0,DSF: 0000844419,False,manhattan,1.0,704.0,104.0
M121,P.S. 38 ROBERTO CLEMENTE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-10-13,2018-02-01,50000.0,49625.0,49625.0,DSF: 0000845270,True,manhattan,1.0,375.0,111.0
M171,P.S. 171 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/WINDOWS/EXT. MASSONRY,Scope,2017-12-18,2018-05-04,204535.0,204535.0,0.0,"DSF: 0000876454, 0000876457, 0000876458",True,manhattan,100.0,204535.0,137.0
M171,P.S. 171 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,18377.0,0.0,DSF: 0000777115,True,manhattan,,,190.0
M171,P.S. 171 - MANHATTAN,DOE - Skilled Trades,DOMESTIC HOT WATER HEATER,Construction,2016-01-06,,,44940.0,44940.0,DSF: 0000844009,False,manhattan,,,
M206,P.S. 206 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,2017-05-09,2017-10-10,12000.0,4886.0,4886.0,DSF: 0000844187,True,manhattan,59.0,7114.0,154.0
M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2004-05-10,2006-03-15,77000.0,75914.0,64915.0,DSF: 0000011757,True,manhattan,16.0,12085.0,674.0
M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2004-05-10,2006-03-15,12240.0,121746.0,117438.0,DSF: 0000011757,True,manhattan,-859.0,-105198.0,674.0
M895,YOUNG WOMEN'S LEADERSHIP SCHOO,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,24424.0,0.0,DSF: 0000777133,True,manhattan,,,190.0
K142,I.S. 448 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,100275.0,0.0,DSF: 0000776760,True,brooklyn,,,190.0
