project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_SCA,project_type_CIP,project_type_DIIT,project_type_DOE,project_type_DOES,project_type_DOER,project_type_RESOA,project_type_IEH,project_type_PRE-K,project_type_DCAS,project_type_FAST_TRACK_PROJECTS,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Construction,,,PNS,5303013.0,5303013.0,56893.0,"DSF: 0000843972, 0000866166, 0000866177",False,1,1,0,0,0,0,0,0,0,0,0,bronx,99.0,5246120.0,
X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,"CM, F&E",,,PNS,526112.0,526112.0,30858.0,"DSF: 0000843972, 0000866166, 0000866177",False,1,1,0,0,0,0,0,0,0,0,0,bronx,94.0,495254.0,
X089,P.S. 89 - BRONX,SCA CIP,FLOOD ELIMINATION,Construction,,,PNS,1127323.0,1127323.0,0.0,DSF: 0000884892,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,1127323.0,
X087,P.S. 87 - BRONX,SCA CIP,FLOOD ELIMINATION/EXT MASONRY/WINDOWS/PARAPETS,Construction,,,PNS,4620418.0,4620418.0,8458.0,"DSF: 0000862191, 0000862194, 0000862195, 0000862196",False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,4611960.0,
X087,P.S. 87 - BRONX,SCA CIP,FLOOD ELIMINATION/EXT MASONRY/WINDOWS/PARAPETS,"CM, F&E",,,PNS,520470.0,520470.0,4018.0,"DSF: 0000862191, 0000862194, 0000862195, 0000862196",False,1,1,0,0,0,0,0,0,0,0,0,bronx,99.0,516452.0,
X089,P.S. 89 - BRONX,SCA CIP,FLOOD ELIMINATION,"CM, F&E",,,PNS,261268.0,261268.0,0.0,DSF: 0000884892,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,261268.0,
X097,P.S. 97 - BRONX,SCA Capacity,ADDITION,Construction,,,PNS,75389632.0,75389632.0,49543.0,DSF: 0000798178,False,1,0,0,0,0,0,0,0,0,0,0,bronx,100.0,75340089.0,
X097,P.S. 97 - BRONX,SCA Capacity,ADDITION,"CM,Art,F&E",,,PNS,10616365.0,10616365.0,191195.0,DSF: 0000798178,False,1,0,0,0,0,0,0,0,0,0,0,bronx,98.0,10425170.0,
X097,P.S. 97 - BRONX,SCA Capacity,DETENTION TANK WORK,Construction,,,PNS,1122000.0,1122000.0,0.0,DSF: 0000798178,False,1,0,0,0,0,0,0,0,0,0,0,bronx,100.0,1122000.0,
X097,P.S. 97 - BRONX,SCA Capacity,DETENTION TANK WORK,"CM,Art,F&E",,,PNS,158000.0,158000.0,2256.0,DSF: 0000798178,False,1,0,0,0,0,0,0,0,0,0,0,bronx,99.0,155744.0,
X103,P.S. 103 - BRONX,SCA CIP,PARAPETS,Design,,,PNS,360338.0,360338.0,45158.0,DSF: 0000045346,False,1,1,0,0,0,0,0,0,0,0,0,bronx,87.0,315180.0,
X103,P.S. 103 - BRONX,SCA CIP,PARAPETS,Construction,,,PNS,6756343.0,6756343.0,0.0,DSF: 0000045346,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,6756343.0,
X103,P.S. 103 - BRONX,SCA CIP,PARAPETS,"CM, F&E",,,PNS,420395.0,420395.0,2740.0,DSF: 0000045346,False,1,1,0,0,0,0,0,0,0,0,0,bronx,99.0,417655.0,
X105,P.S. 105 - BRONX,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Scope,,,PNS,60000.0,60000.0,0.0,DSF: 0000867341,False,0,0,0,0,0,0,0,0,0,0,0,bronx,100.0,60000.0,
X105,P.S. 105 - BRONX,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Design,,,PNS,180000.0,180000.0,0.0,DSF: 0000867341,False,0,0,0,0,0,0,0,0,0,0,0,bronx,100.0,180000.0,
X105,P.S. 105 - BRONX,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Construction,,,PNS,600000.0,600000.0,0.0,DSF: 0000867341,False,0,0,0,0,0,0,0,0,0,0,0,bronx,100.0,600000.0,
X105,P.S. 105 - BRONX,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,F&E,,,PNS,162000.0,162000.0,0.0,DSF: 0000867341,False,0,0,0,0,0,0,0,0,0,0,0,bronx,100.0,162000.0,
X111,P.S. 111 - BRONX,SCA CIP RESOA,FY17 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,,,PNS,297440.0,297440.0,669.0,DSF: 0000844815,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,296771.0,
X111,P.S. 111 - BRONX,SCA CIP RESOA,FY17 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,"CM, F&E",,,PNS,20280.0,20280.0,5460.0,DSF: 0000844815,False,1,1,0,0,0,0,1,0,0,0,0,bronx,73.0,14820.0,
X113,THE FORWARD SCHOOL - BRONX,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,,,PNS,1276730.0,1276730.0,6612.0,DSF: 0000862622,False,1,1,0,0,0,0,0,0,0,0,0,bronx,99.0,1270118.0,
X113,THE FORWARD SCHOOL - BRONX,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",,,PNS,79441.0,79441.0,8343.0,DSF: 0000862622,False,1,1,0,0,0,0,0,0,0,0,0,bronx,89.0,71098.0,
X113,THE YOUNG SCHOLARS ACADEMY - B,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,,,PNS,378681.0,378681.0,125.0,DSF: 0000867071,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,378556.0,
X113,THE YOUNG SCHOLARS ACADEMY - B,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",,,PNS,135398.0,135398.0,2894.0,DSF: 0000867071,False,1,1,0,0,0,0,0,0,0,0,0,bronx,98.0,132504.0,
X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Design,,,PNS,17994.0,96526.0,7442.0,DSF: 0000822769,False,1,1,0,0,0,0,1,0,0,0,0,bronx,59.0,10552.0,
X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Construction,,,PNS,263919.0,1883470.0,4460.0,DSF: 0000822769,False,1,1,0,0,0,0,1,0,0,0,0,bronx,98.0,259459.0,
X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,"CM, F&E",,,PNS,17994.0,128418.0,4988.0,DSF: 0000822769,False,1,1,0,0,0,0,1,0,0,0,0,bronx,72.0,13006.0,
Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,,,PNS,,0.0,0.0,DSF: 0000867339,True,1,1,0,0,0,0,1,0,0,0,0,queens,,,
X113,THE FORWARD SCHOOL - BRONX,SCA CIP RESOA,FY16 RESO A MUSIC ROOM UPGRADE,Construction,,,PNS,220000.0,496888.0,1489.0,DSF: 0000844109,False,1,1,0,0,0,0,1,0,0,0,0,bronx,99.0,218511.0,
X113,THE FORWARD SCHOOL - BRONX,SCA CIP RESOA,FY16 RESO A MUSIC ROOM UPGRADE,"CM, F&E",,,PNS,15000.0,33879.0,5414.0,DSF: 0000844109,False,1,1,0,0,0,0,1,0,0,0,0,bronx,64.0,9586.0,
M088,WADLEIGH SECONDARY SCHOOL FOR,DOE- RESOA,FY13 RESO A AUDITORIUM BLACKBOX THE,Construction,,,PNS,100000.0,100000.0,0.0,DSF: 0000775556,False,0,0,0,1,0,0,1,0,0,0,0,manhattan,100.0,100000.0,
M113,P.S. 241 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867195,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,,0.0,
M113,P.S. 241 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,,,PNS,30000.0,30000.0,0.0,DSF: 0000867195,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,30000.0,
M113,P.S. 241 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,,,PNS,440000.0,440000.0,0.0,DSF: 0000867195,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,440000.0,
M113,P.S. 241 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",,,PNS,30000.0,30000.0,0.0,DSF: 0000867195,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,30000.0,
M118,P.S. 333 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866418,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,,0.0,
M118,P.S. 333 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,23700.0,23700.0,0.0,DSF: 0000866418,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,23700.0,
M118,P.S. 333 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,347600.0,347600.0,0.0,DSF: 0000866418,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,347600.0,
M118,P.S. 333 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,23700.0,23700.0,0.0,DSF: 0000866418,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,23700.0,
M144,P.S. 242 - MANHATTAN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Design,,,PNS,298599.0,298599.0,532.0,"DSF: 0000798379, 0000798381",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,100.0,298067.0,
M144,P.S. 242 - MANHATTAN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Construction,,,PNS,4878719.0,4878719.0,0.0,"DSF: 0000798379, 0000798381",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,100.0,4878719.0,
M144,P.S. 242 - MANHATTAN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,"CM, F&E",,,PNS,462017.0,462017.0,0.0,"DSF: 0000798379, 0000798381",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,100.0,462017.0,
M145,WEST PREP ACADEMY - MANHATTAN,SCA CIP,ENY SUPPLEMENTAL COOLING,Construction,,,PNS,313329.0,313329.0,0.0,DSF: 0000865806,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,100.0,313329.0,
M145,WEST PREP ACADEMY - MANHATTAN,SCA CIP,ENY SUPPLEMENTAL COOLING,"CM, F&E",,,PNS,72617.0,72617.0,3544.0,DSF: 0000865806,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,95.0,69073.0,
M145,WEST PREP ACADEMY - MANHATTAN,SCA CIP RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,,,PNS,522720.0,522720.0,23687.0,DSF: 0000800081,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,95.0,499033.0,
M145,WEST PREP ACADEMY - MANHATTAN,SCA CIP RESOA,FY15 RESO A AUDITORIUM UPGRADE,"CM, F&E",,,PNS,35640.0,35640.0,4441.0,DSF: 0000800081,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,88.0,31199.0,
M145,P.S. 145 - MANHATTAN,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,,,PNS,228800.0,228800.0,1333.0,DSF: 0000823552,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,99.0,227467.0,
M145,P.S. 145 - MANHATTAN,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",,,PNS,59155.0,46660.0,5345.0,DSF: 0000823552,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,91.0,53810.0,
M163,P.S. 158 - MANHATTAN,SCA CIP RESOA,FY16 RESO A AIR CONDITIONING SPLIT SYSTEM,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000822716,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,,0.0,
M163,P.S. 158 - MANHATTAN,SCA CIP RESOA,FY16 RESO A AIR CONDITIONING SPLIT SYSTEM,Design,,,PNS,60000.0,60000.0,0.0,DSF: 0000822716,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,60000.0,
M163,P.S. 158 - MANHATTAN,SCA CIP RESOA,FY16 RESO A AIR CONDITIONING SPLIT SYSTEM,Construction,,,PNS,880000.0,880000.0,0.0,DSF: 0000822716,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,880000.0,
M163,P.S. 158 - MANHATTAN,SCA CIP RESOA,FY16 RESO A AIR CONDITIONING SPLIT SYSTEM,"CM, F&E",,,PNS,60000.0,60000.0,0.0,DSF: 0000822716,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,60000.0,
M165,I.S. 862 - MANHATTAN,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Design,,,PNS,28500.0,34426.0,4763.0,DSF: 0000800478,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,83.0,23737.0,
M165,I.S. 862 - MANHATTAN,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,,,PNS,418000.0,668065.0,3331.0,DSF: 0000800478,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,99.0,414669.0,
M165,I.S. 862 - MANHATTAN,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,"CM, F&E",,,PNS,28500.0,45550.0,8142.0,DSF: 0000800478,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,71.0,20358.0,
M165,P.S. 165 - MANHATTAN,DOE- RESOA,FY14 RESO A PLAYGROUND UPGRADE,Construction,,,PNS,54000.0,54000.0,0.0,DSF: 0000777335,False,0,0,0,1,0,0,1,0,0,0,0,manhattan,100.0,54000.0,
M166,P.S. 166 - MANHATTAN,SCA CIP,MASONRY,Design,,,PNS,300000.0,300000.0,20724.0,DSF: 0000852189,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,93.0,279276.0,
M166,P.S. 166 - MANHATTAN,SCA CIP,MASONRY,Construction,,,PNS,5625000.0,5625000.0,0.0,DSF: 0000852189,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,100.0,5625000.0,
M166,P.S. 166 - MANHATTAN,SCA CIP,MASONRY,"CM, F&E",,,PNS,350000.0,350000.0,916.0,DSF: 0000852189,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,100.0,349084.0,
M166,P.S. 166 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866406,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,,0.0,
M166,P.S. 166 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,,,PNS,30180.0,30180.0,0.0,DSF: 0000866406,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,30180.0,
M166,P.S. 166 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,,,PNS,442640.0,442640.0,0.0,DSF: 0000866406,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,442640.0,
M166,P.S. 166 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",,,PNS,30180.0,30180.0,0.0,DSF: 0000866406,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,30180.0,
M166,P.S. 166 - MANHATTAN,DOE- RESOA,FY15 RESO A TECHNOLOGY UPGRADE,Construction,,,PNS,148499.0,148499.0,0.0,DSF: 0000821901,False,0,0,0,1,0,0,1,0,0,0,0,manhattan,100.0,148499.0,
M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867277,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,,0.0,
M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Design,,,PNS,18000.0,18000.0,0.0,DSF: 0000867277,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,18000.0,
M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,,,PNS,264000.0,264000.0,0.0,DSF: 0000867277,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,264000.0,
M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,"CM, F&E",,,PNS,18000.0,18000.0,0.0,DSF: 0000867277,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,18000.0,
M199,P.S. 199 - MANHATTAN,SCA CIP RESOA,FY13 RESO A- GREENHOUSE,Construction,,,PNS,652080.0,889392.0,8496.0,DSF: 0000754508,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,99.0,643584.0,
M199,P.S. 199 - MANHATTAN,SCA CIP RESOA,FY13 RESO A- GREENHOUSE,"CM, F&E",,,PNS,44460.0,60640.0,19570.0,DSF: 0000754508,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,56.00000000000001,24890.0,
M207,P.S. 149 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867193,True,1,1,0,0,0,0,1,0,0,0,0,manhattan,,0.0,
M207,P.S. 149 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,,,PNS,21000.0,21000.0,0.0,DSF: 0000867193,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,21000.0,
M207,P.S. 149 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,,,PNS,308000.0,308000.0,0.0,DSF: 0000867193,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,308000.0,
M207,P.S. 149 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",,,PNS,21000.0,21000.0,0.0,DSF: 0000867193,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,100.0,21000.0,
X113,THE FORWARD SCHOOL - BRONX,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Construction,,,PNS,352000.0,352000.0,1192.0,DSF: 0000844814,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,350808.0,
X113,THE FORWARD SCHOOL - BRONX,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,"CM, F&E",,,PNS,24000.0,24000.0,3204.0,DSF: 0000844814,False,1,1,0,0,0,0,1,0,0,0,0,bronx,87.0,20796.0,
X113,THE FORWARD SCHOOL - BRONX,DOE- RESOA,FY12 RESO A AUDITORIUM UPGRADE,Construction,,,PNS,75000.0,75000.0,0.0,DSF: 0000731685,False,0,0,0,1,0,0,1,0,0,0,0,bronx,100.0,75000.0,
X127,I.S. 127 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,,,PNS,1880885.0,1880885.0,16787.0,DSF: 0000801085,False,1,1,0,0,0,0,0,0,0,0,0,bronx,99.0,1864098.0,
X127,I.S. 127 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM, F&E",,,PNS,117033.0,117033.0,17876.0,DSF: 0000801085,False,1,1,0,0,0,0,0,0,0,0,0,bronx,85.0,99157.0,
X127,I.S. 127 - BRONX,SCA CIP,WINDOWS/PARAPETS/EXT MASONRY/ROOFS,Construction,,,PNS,8529844.0,8529844.0,2536.0,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,8527308.0,
X127,I.S. 127 - BRONX,SCA CIP,WINDOWS/PARAPETS/EXT MASONRY/ROOFS,"CM, F&E",,,PNS,609589.0,609589.0,9495.0,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",False,1,1,0,0,0,0,0,0,0,0,0,bronx,98.0,600094.0,
X127,I.S. 127 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,68.0,68.0,DSF: 0000867246,False,1,1,0,0,0,0,1,0,0,0,0,bronx,-inf,-68.0,
X127,I.S. 127 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,27000.0,26932.0,273.0,DSF: 0000867246,False,1,1,0,0,0,0,1,0,0,0,0,bronx,99.0,26727.0,
X127,I.S. 127 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,396000.0,396000.0,0.0,DSF: 0000867246,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,396000.0,
X127,I.S. 127 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,27000.0,27000.0,0.0,DSF: 0000867246,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,27000.0,
X142,I.S. 529 - BRONX,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,,,PNS,186532.0,186532.0,7210.0,DSF: 0000867074,False,1,1,0,0,0,0,0,0,0,0,0,bronx,96.0,179322.0,
X142,I.S. 529 - BRONX,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",,,PNS,94894.0,94894.0,2652.0,DSF: 0000867074,False,1,1,0,0,0,0,0,0,0,0,0,bronx,97.0,92242.0,
X142,I.S. 529 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866339,True,1,1,0,0,0,0,1,0,0,0,0,bronx,,0.0,
X142,I.S. 529 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,34500.0,34500.0,0.0,DSF: 0000866339,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,34500.0,
X142,I.S. 529 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,506000.0,506000.0,0.0,DSF: 0000866339,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,506000.0,
X142,I.S. 529 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,34500.0,34500.0,0.0,DSF: 0000866339,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,34500.0,
X415,COLLEGIATE INST FOR MATH & SCI,SCA CIP,FIRE ALARM SYSTEM,Construction,,,PNS,1322730.0,1322730.0,3896.0,DSF: 0000843699,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,1318834.0,
X178,P.S. 178 - BRONX,SCA CIP,WINDOWS,Design,,,PNS,166227.0,166227.0,5911.0,DSF: 0000886262,False,1,1,0,0,0,0,0,0,0,0,0,bronx,96.0,160316.0,
X178,P.S. 178 - BRONX,SCA CIP,WINDOWS,Construction,,,PNS,3116753.0,3116753.0,0.0,DSF: 0000886262,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,3116753.0,
X178,P.S. 178 - BRONX,SCA CIP,WINDOWS,"CM, F&E",,,PNS,193931.0,193931.0,0.0,DSF: 0000886262,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,193931.0,
X181,I.S. 181 - BRONX,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Construction,,,PNS,1140426.0,1140426.0,7753.0,DSF: 0000800367,False,1,1,0,0,0,0,1,0,0,0,0,bronx,99.0,1132673.0,
X181,I.S. 181 - BRONX,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",,,PNS,77756.0,77756.0,26161.0,DSF: 0000800367,False,1,1,0,0,0,0,1,0,0,0,0,bronx,66.0,51595.0,
X415,COLLEGIATE INST FOR MATH & SCI,SCA CIP,FIRE ALARM SYSTEM,"CM, F&E",,,PNS,82303.0,82303.0,15082.0,DSF: 0000843699,False,1,1,0,0,0,0,0,0,0,0,0,bronx,82.0,67221.0,
X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP RESOA,RESO A GYMNASIUM UPGRADE,Design,,,PNS,66000.0,50196.0,4227.0,DSF: 0000866163,False,1,1,0,0,0,0,1,0,0,0,0,bronx,94.0,61773.0,
X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP RESOA,RESO A GYMNASIUM UPGRADE,Construction,,,PNS,968000.0,968000.0,0.0,DSF: 0000866163,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,968000.0,
X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP RESOA,RESO A GYMNASIUM UPGRADE,"CM, F&E",,,PNS,66000.0,66000.0,322.0,DSF: 0000866163,False,1,1,0,0,0,0,1,0,0,0,0,bronx,100.0,65678.0,
X455,HARRY S. TRUMAN HS - X,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,,,PNS,665314.0,665314.0,0.0,DSF: 0000867079,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,665314.0,
X455,HARRY S. TRUMAN HS - X,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",,,PNS,232152.0,232152.0,514.0,DSF: 0000867079,False,1,1,0,0,0,0,0,0,0,0,0,bronx,100.0,231638.0,
X456,HARRY S. TRUMAN HS - X,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,Design,,,PNS,18000.0,427737.0,4173.0,DSF: 0000822772,False,1,1,0,0,0,0,1,0,0,0,0,bronx,77.0,13827.0,
X456,HARRY S. TRUMAN HS - X,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,Construction,,,PNS,264000.0,8526695.0,7280.0,DSF: 0000822772,False,1,1,0,0,0,0,1,0,0,0,0,bronx,97.0,256720.0,
X456,HARRY S. TRUMAN HS - X,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,"CM, F&E",,,PNS,18000.0,581366.0,5266.0,DSF: 0000822772,False,1,1,0,0,0,0,1,0,0,0,0,bronx,71.0,12734.0,
X498,P.S. / I.S. 498 - BRONX,Fast Track Projects,FY17 RESO A ROOFTOP PLAYGROUND,Construction,,,FTK,,100000.0,0.0,DSF: 0000845557,True,0,0,0,0,0,0,0,0,0,0,0,bronx,,,
X722,X721 SPED - BRONX,SCA CIP,EXT MSNRY WATER PENETR/WINDOW/ROOF/ FLOOD/PARAPET,Construction,,,PNS,7494062.0,9658125.0,39402.0,"DSF: 0000775579, 0000775993, 0000775994, 0000775995, 0000776000",False,1,1,0,0,0,0,0,0,0,0,0,bronx,99.0,7454660.0,
M470,URBAN ASSEMBLY SCHOOL,SCA CIP,HVAC (BMS) WORK/BACKFLOW PREVENTER & WATER METER,Construction,,,PNS,1792982.0,1792982.0,30220.0,"DSF: 0000764420, 0000764431",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,98.0,1762762.0,
