project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
3,M199,P.S. 199 - MANHATTAN,DOE - Skilled Trades,RESO A HYDROPONICS CLASSROOM,Construction,In-Progress,07/19/2017,DOES,,DOES,279820.0,279820.0,DSF: 0000866188,False
3,M342,THE RIVERSIDE SCHOOL - M,SCA Capacity,NEW SCHOOL,Construction,In-Progress,06/17/2016,09/01/2017,,83505659,75495211.0,71573432.0,DSF: 0000730952,False
3,M342,THE RIVERSIDE SCHOOL - M,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",In-Progress,06/17/2016,09/01/2017,,11759264,4869606.0,3207485.0,DSF: 0000730952,False
11,X113,M.S./H.S. 272 - BRONX,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,06/28/2017,12/24/2017,,220000,157237.0,14824.0,DSF: 0000844110,True
11,X113,M.S./H.S. 272 - BRONX,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,"CM, F&E",In-Progress,06/28/2017,12/24/2017,,15000,14691.0,5351.0,DSF: 0000844110,True
11,X121,P.S. 121 - BRONX,SCA IEH,IEH PO18-CAFETERIA,Construction,In-Progress,12/06/2017,IEH,,IEH,1382.0,882.0,DSF: 0000049669,False
11,X127,I.S. 127 - BRONX,SCA CIP,WINDOWS/PARAPETS/EXT MASONRY/ROOFS,Design,In-Progress,10/04/2017,03/12/2018,,474032,474032.0,67035.0,"DSF: 0000862872, 0000862873, 0000862874, 0000862875",True
11,X135,I.S. 556 - BRONX,SCA IEH,"IEH PO18-RMS 226,221,1ST FL & ALL STAIRCASE HALF L",Construction,In-Progress,12/01/2017,IEH,,IEH,1136.0,636.0,DSF: 0000049625,False
11,X135,PELHAM ACADEMY OF ACADEMICS AN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/26/2017,01/25/2018,,100000,99358.0,99358.0,DSF: 0000845559,True
11,X142,I.S. 529 - BRONX,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,09/29/2017,03/30/2018,,17612,17612.0,8319.0,DSF: 0000867074,False
11,X144,I.S. 144 - BRONX,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Construction,In-Progress,06/10/2016,12/01/2017,,6100875,5679773.0,3942550.0,"DSF: 0000752363, 0000752364",False
11,X144,I.S. 144 - BRONX,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",In-Progress,06/10/2016,12/01/2017,,379610,449664.0,447777.0,"DSF: 0000752363, 0000752364",False
11,X144,I.S. 144 - BRONX,SCA IEH,"IEH PO18-RMS 426, 442 310, 304,107, 121",Construction,In-Progress,08/31/2017,IEH,,IEH,1294.0,794.0,DSF: 0000048462,False
11,X160,P.S. 160 - BRONX,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,10/23/2017,10/22/2018,,1732500,1604037.0,13637.0,DSF: 0000844984,False
11,X160,P.S. 160 - BRONX,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,10/23/2017,10/22/2018,,118125,32829.0,32829.0,DSF: 0000844984,False
11,X178,P.S. 178 - BRONX,SCA CIP,WINDOWS,Scope,In-Progress,12/18/2017,05/04/2018,,41557,41557.0,1478.0,DSF: 0000886262,True
11,X189,CORNERSTONE ACADEMY FOR SOCIAL,DIIT - RESOA,FY16 RESO A TECHNOLOGY UPGRADES,Construction,In-Progress,11/17/2017,02/01/2018,,733000,733000.0,0.0,DSF: 0000823134,False
11,X311,THE STEAM BRIDGE SCHOOL - BRON,SCA IEH,"IEH PO18-RMS 204,205,206,207,208,209,210,211,212,2",Construction,In-Progress,10/05/2017,IEH,,IEH,154919.0,2852.0,DSF: 0000048890,False
11,X362,ACADEMY FOR SCHOLARSHIP AND EN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/17/2017,01/25/2018,,100000,99249.0,99249.0,DSF: 0000845177,True
11,X362,ACADEMY FOR SCHOLARSHIP AND EN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,03/13/2017,DOES,,DOES,50623.0,50623.0,DSF: 0000844729,False
11,X415,COLLEGIATE INST FOR MATH & SCI,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,06/27/2017,03/23/2018,,352867,323092.0,154897.0,DSF: 0000843856,False
11,X415,COLLEGIATE INST FOR MATH & SCI,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,06/27/2017,03/23/2018,,281084,250081.0,23913.0,DSF: 0000843856,False
11,X415,PELHAM HIGH SCHOOL FOR LANGUAG,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,4309.0,0.0,DSF: 0000777196,True
11,X415,BRONXDALE HIGH SCHOOL - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,4309.0,0.0,DSF: 0000777195,True
11,X415,ASTOR COLLEGIATE HS - BRONX,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,In-Progress,01/15/2015,DOES,,DOES,450000.0,906.0,DSF: 0000821601,False
11,X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,06/26/2017,04/01/2018,,340180,308047.0,11897.0,DSF: 0000843857,False
11,X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,06/26/2017,04/01/2018,,266446,224496.0,11481.0,DSF: 0000843857,False
11,X425,HS OF COMPUTERS & TECHNOLOGY,SCA CIP RESOA,RESO A GYMNASIUM UPGRADE,Scope,In-Progress,09/26/2017,01/31/2018,,0,15804.0,1057.0,DSF: 0000866163,True
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,EXT MASONRY/PARAPETS,Construction,In-Progress,05/09/2017,08/01/2018,,4183224,3843039.0,1200524.0,"DSF: 0000842259, 0000844139",False
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,EXT MASONRY/PARAPETS,"CM, F&E",In-Progress,05/09/2017,08/01/2018,,279294,184701.0,184217.0,"DSF: 0000842259, 0000844139",False
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,12/07/2017,06/05/2018,,62819,62819.0,8251.0,DSF: 0000867079,False
11,X455,HARRY S. TRUMAN HS - X,DOE - Skilled Trades,COOLING TOWER REPLACEMENT,Construction,In-Progress,03/02/2017,DOES,,DOES,910763.0,855750.0,DSF: 0000842273,False
3,M470,INNOVATION DIPLOMA PLUS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,11/22/2017,05/21/2018,,22314,22314.0,9980.0,DSF: 0000867044,False
3,M485,FIORELLO LAGUARDIA HS - MANHAT,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,Design,In-Progress,07/28/2016,03/28/2017,,298918,271273.0,187837.0,DSF: 0000800083,True
3,M485,FIORELLO LAGUARDIA HS - MANHAT,DOE - Skilled Trades,COOLING TOWER REPLACEMENT,Construction,In-Progress,08/10/2016,DOES,,DOES,1184701.0,1184701.0,DSF: 0000832506,False
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,12/14/2017,06/12/2018,,16904,16904.0,3967.0,DSF: 0000867046,False
3,M490,HUNTER SCIENCE HS - MANHATTAN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Design,In-Progress,10/11/2017,03/16/2018,,18600,4421.0,4421.0,DSF: 0000844927,True
3,M490,MANHATTAN THEATER LAB - MANHAT,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,5654.0,0.0,DSF: 0000777127,True
3,M490,HS FOR ARTS & TECHNOLOGY - M,DOE - Skilled Trades,WATER BOOSTER PUMPS,Construction,In-Progress,03/04/2016,DOES,,DOES,62928.0,62928.0,DSF: 0000844150,False
3,M837,WEST END SECONDARY SCHOOL - M,SCA Lease Site Impro,LEASE (PHASE II),Construction,In-Progress,01/18/2017,02/06/2019,,15364668,14321206.0,6291132.0,DSF: 0000800279,False
3,M837,WEST END SECONDARY SCHOOL - M,SCA Lease Site Impro,LEASE (PHASE II),"CM, F&E",In-Progress,01/18/2017,02/06/2019,,2163652,940541.0,310575.0,DSF: 0000800279,False
3,M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,06/28/2017,03/24/2018,,394078,438875.0,5879.0,DSF: 0000844928,False
3,M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,06/28/2017,03/24/2018,,26869,42297.0,14980.0,DSF: 0000844928,False
3,M932,P.S. 859 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,842333.0,0.0,DSF: 0000776542,True
4,M007,P.S. 7 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,798.0,DSF: 0000865994,False
4,M013,P.S. 497 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,94315.0,0.0,DSF: 0000777065,True
4,M013,I.S. 13 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,94315.0,0.0,DSF: 0000777064,False
4,M013,I.S. 13 - MANHATTAN,DOE- RESOA,FY16 RESO A INTERIOR MODERNIZATIONS,Construction,In-Progress,10/07/2016,DOER,,200000,183521.0,183521.0,DSF: 0000822748,False
4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Construction,In-Progress,07/10/2017,07/09/2018,,1159175,1048402.0,21098.0,"DSF: 0000808442, 0000830519",False
4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,"CM, F&E",In-Progress,07/10/2017,07/09/2018,,268650,103602.0,103518.0,"DSF: 0000808442, 0000830519",False
4,M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,Construction,In-Progress,08/08/2017,09/06/2019,,17820985,16127798.0,42370.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False
4,M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,"CM, F&E",In-Progress,08/08/2017,09/06/2019,,1174829,121514.0,107613.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False
4,M050,P.S. 50 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,In-Progress,07/31/2017,01/03/2018,,51000,40858.0,8052.0,DSF: 0000844207,True
15,K024,P.S. 24 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,08/08/2016,DOES,,DOES,68906.0,28958.0,DSF: 0000844722,False
15,K027,RED HOOK NEIGHBORHOOD SCHOOL,SCA IEH,IEH PO18-TEACHERS BATHROOM NEXT TO PROJECTIN ROOM,Construction,In-Progress,04/03/2017,IEH,,IEH,4942.0,242.0,DSF: 0000045955,False
15,K027,RED HOOK NEIGHBORHOOD SCHOOL,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,11/25/2016,DOES,,DOES,322047.0,322047.0,DSF: 0000801622,False
15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Construction,In-Progress,07/12/2017,07/10/2021,,83505972,75742675.0,1870759.0,DSF: 0000798185,False
15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,07/12/2017,07/10/2021,,11759308,4643029.0,924065.0,DSF: 0000798185,False
15,K032,P.S. 032 SAMUEL MILLS SPROLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/03/2017,02/01/2018,,35000,34736.0,34736.0,DSF: 0000845224,True
15,K038,P.S. 38 - BROOKLYN,SCA IEH,IEH PO18-RM 338,Construction,In-Progress,08/14/2017,IEH,,IEH,25338.0,632.0,DSF: 0000048172,False
15,K038,P.S. 38 - BROOKLYN,DOE- RESOA,FY16 RESO A TOILETS - STUDENTS,Construction,In-Progress,07/01/2017,DOER,,150000,136836.0,136836.0,DSF: 0000822915,False
15,K058,P.S. 58 - BROOKLYN,SCA IEH,"IEH PO18-RMS 305,307,327,316,227",Construction,In-Progress,11/16/2017,IEH,,IEH,112782.0,3848.0,DSF: 0000049365,False
15,K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,Construction,In-Progress,10/17/2016,06/08/2018,,6633000,6212675.0,3635527.0,"DSF: 0000775609, 0000775610",False
15,K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,"CM, F&E",In-Progress,10/17/2016,06/08/2018,,412720,361938.0,361128.0,"DSF: 0000775609, 0000775610",False
15,K088,I.S. 88 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,06/21/2017,07/21/2017,,60000,57951.0,57951.0,DSF: 0000844875,True
15,K094,P.S. 94 - BROOKLYN,SCA CIP,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,Design,In-Progress,02/10/2017,07/13/2017,,270138,279256.0,134323.0,"DSF: 0000821882, 0000846897, 0000846900",True
15,K094,P.S. 94 - BROOKLYN,SCA IEH,"IEH PO18-RM 413A -BATHROOM, RM 309 -COMPUTER RM CL",Construction,In-Progress,11/10/2016,IEH,,IEH,10251.0,1751.0,DSF: 0000043648,False
15,K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-HALLWAY & STAIRWELLS ON 2ND FL,Construction,In-Progress,08/09/2017,IEH,,IEH,7836.0,436.0,DSF: 0000048066,False
15,K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-VESTIBULE,Construction,In-Progress,12/15/2017,IEH,,IEH,20762.0,1486.0,DSF: 0000049826,False
15,K107,P.S. 107 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Design,In-Progress,11/29/2017,05/02/2018,,239847,239847.0,8321.0,"DSF: 0000869783, 0000869784, 0000869785",True
15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,Construction,In-Progress,07/10/2017,10/02/2018,,4107567,3675766.0,36525.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False
15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,"CM, F&E",In-Progress,07/10/2017,10/02/2018,,698295,15572.0,15572.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False
15,K124,P.S. 124 SILAS B. DUTCHER,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/26/2017,01/25/2018,,125000,124060.0,124060.0,DSF: 0000845215,True
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Construction,In-Progress,12/12/2016,10/02/2018,,13567567,12224391.0,4762181.0,"DSF: 0000779686, 0000803012, 0000803013",False
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,"CM, F&E",In-Progress,12/12/2016,10/02/2018,,1038961,353830.0,352846.0,"DSF: 0000779686, 0000803012, 0000803013",False
15,K130,P.S. 130 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,277505.0,0.0,DSF: 0000776750,True
15,K130,P.S. 130 - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,In-Progress,02/09/2017,DOES,,DOES,51799.0,0.0,DSF: 0000866084,True
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Construction,In-Progress,06/26/2017,03/17/2019,,14541757,13342562.0,59184.0,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",False
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,"CM, F&E",In-Progress,06/26/2017,03/17/2019,,1049286,161558.0,160844.0,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",False
15,K131,P.S. 131 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,304442.0,0.0,DSF: 0000776751,True
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,06/30/2017,01/25/2018,,169411,152230.0,3430.0,DSF: 0000844877,False
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",In-Progress,06/30/2017,01/25/2018,,11551,15968.0,8963.0,DSF: 0000844877,False
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/12/2017,02/12/2018,,0,342.0,342.0,DSF: 0000867217,True
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,Construction,In-Progress,08/03/2017,08/02/2018,,898920,863707.0,277408.0,"DSF: 0000844879, 0000844880",False
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,"CM, F&E",In-Progress,08/03/2017,08/02/2018,,61290,26263.0,25844.0,"DSF: 0000844879, 0000844880",False
15,K136,I.S. 136 - BROOKLYN,SCA IEH,"IEH PO18-STAIRS #4, STAIRS #5",Construction,In-Progress,12/01/2015,IEH,,IEH,11798.0,798.0,DSF: 0000039143,False
4,M057,P.S. 57 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,353609.0,0.0,DSF: 0000777088,True
4,M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,In-Progress,07/31/2017,01/21/2019,,9658125,8841882.0,425136.0,DSF: 0000822096,False
4,M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM, F&E",In-Progress,07/31/2017,01/21/2019,,600950,189565.0,186888.0,DSF: 0000822096,False
4,M083,P.S. 182 - MANHATTAN,DOE- RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,07/27/2016,DOER,,150000,27591.0,27591.0,DSF: 0000822278,False
4,M096,P.S. 96 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,280442.0,0.0,DSF: 0000777109,True
4,M096,P.S. 96 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/06/2017,DOES,,DOES,170000.0,1088.0,DSF: 0000866000,False
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,Construction,In-Progress,03/20/2017,06/17/2018,,2300625,2156269.0,1345539.0,DSF: 0000822240,False
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,"CM, F&E",In-Progress,03/20/2017,06/17/2018,,143150,189726.0,184850.0,DSF: 0000822240,False
4,M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 214 & 216,Construction,In-Progress,11/24/2017,IEH,,IEH,35459.0,702.0,DSF: 0000049492,False
4,M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOM 315 TO ROOM 215,Construction,In-Progress,12/04/2017,IEH,,IEH,11438.0,424.0,DSF: 0000049626,False
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,08/03/2017,DOEL,,DOEL,800.0,0.0,DSF:,True
4,M101,PS/IS 375 - MANHATTAN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,07/18/2017,DOER,,92309,92309.0,52801.0,DSF: 0000844857,False
4,M102,P.S. 102 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,08/04/2017,DOEL,,DOEL,800.0,0.0,DSF:,True
4,M107,THE HERITAGE SCHOOL - MANHATTA,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/06/2017,DOES,,DOES,170000.0,1593.0,DSF: 0000866002,False
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Construction,In-Progress,02/10/2017,08/03/2018,,7218517,6575930.0,757415.0,"DSF: 0000798339, 0000798341, 0000831121, 0000844074",False
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,"CM, F&E",In-Progress,02/10/2017,08/03/2018,,629462,222911.0,215443.0,"DSF: 0000798339, 0000798341, 0000831121, 0000844074",False
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,In-Progress,08/22/2017,12/22/2017,,17520,15739.0,7124.0,DSF: 0000844856,True
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,07/10/2017,04/05/2018,,1255500,1181315.0,504180.0,DSF: 0000785833,False
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,07/10/2017,04/05/2018,,88211,114274.0,102029.0,DSF: 0000785833,False
4,M117,I.S. 12 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 400 & 401,Construction,In-Progress,11/16/2017,IEH,,IEH,57883.0,986.0,DSF: 0000049367,False
4,M121,P.S. 38 ROBERTO CLEMENTE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/13/2017,01/25/2018,,100000,99296.0,99296.0,DSF: 0000844419,False
4,M121,P.S. 38 ROBERTO CLEMENTE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/13/2017,02/01/2018,,50000,49625.0,49625.0,DSF: 0000845270,True
4,M171,P.S. 171 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/WINDOWS/EXT. MASSONRY,Scope,In-Progress,12/18/2017,05/04/2018,,204535,204535.0,0.0,"DSF: 0000876454, 0000876457, 0000876458",True
4,M171,P.S. 171 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,18377.0,0.0,DSF: 0000777115,True
4,M171,P.S. 171 - MANHATTAN,DOE - Skilled Trades,DOMESTIC HOT WATER HEATER,Construction,In-Progress,01/06/2016,DOES,,DOES,44940.0,44940.0,DSF: 0000844009,False
4,M206,P.S. 206 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,In-Progress,05/09/2017,10/10/2017,,12000,4886.0,4886.0,DSF: 0000844187,True
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,05/10/2004,03/15/2006,,77000,75914.0,64915.0,DSF: 0000011757,True
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,05/10/2004,03/15/2006,,12240,121746.0,117438.0,DSF: 0000011757,True
4,M895,YOUNG WOMEN'S LEADERSHIP SCHOO,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,24424.0,0.0,DSF: 0000777133,True
15,K142,I.S. 448 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,100275.0,0.0,DSF: 0000776760,True
15,K142,P.S. 146 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,100275.0,0.0,DSF: 0000776759,True
15,K154,P.S. 154 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,280442.0,0.0,DSF: 0000776769,True
15,K169,P.S. 169 - BROOKLYN,SCA IEH,IEH PO18-RM 243,Construction,In-Progress,12/01/2017,IEH,,IEH,30332.0,436.0,DSF: 0000049631,False
15,K169,P.S. 169 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,509335.0,0.0,DSF: 0000776779,True
15,K169,P.S. 169 - BROOKLYN,DOE- RESOA,FY16 RESO A SAFETY SYSTEMS,Construction,In-Progress,07/14/2016,DOER,,75000,48438.0,48438.0,DSF: 0000822817,False
15,K169,P.S. 169 - BROOKLYN,DOE- RESOA,FY16 RESO A ROOFTOP PLAYYARD,Construction,In-Progress,02/01/2016,DOER,,280000,304068.0,304068.0,DSF: 0000823591,False
15,K169,P.S. 169 - BROOKLYN,DOE - Skilled Trades,GAS FURNACES (2),Construction,In-Progress,02/25/2016,DOES,,DOES,56688.0,48974.0,DSF: 0000844138,False
15,K172,P.S. 172 - BROOKLYN,SCA IEH,IEH PO18-STAIRCASE B BETWEEN 2ND & 3RD FLRS STAIRC,Construction,In-Progress,11/20/2017,IEH,,IEH,20730.0,2122.0,DSF: 0000049467,False
15,K172,P.S. 172 - BROOKLYN,DOE- RESOA,FY13 RESO A FLOORS,Construction,In-Progress,06/21/2016,DOER,,290982,76965.0,17736.0,DSF: 0000754745,False
15,K172,P.S. 172 - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,In-Progress,02/09/2017,DOES,,DOES,36467.0,36467.0,DSF: 0000826042,False
15,K230,P.S. 230 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/19/2017,02/20/2018,,0,188.0,188.0,DSF: 0000867221,True
15,K230,P.S. 230 - BROOKLYN,SCA IEH,IEH PO18-1ST FL KITCHEN STORAGE RM 117,Construction,In-Progress,08/31/2017,IEH,,IEH,34644.0,268.0,DSF: 0000048466,False
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,SCA Lease Site Impro,LEASE,Construction,In-Progress,08/07/2017,08/06/2019,,17278800,16129340.0,547509.0,DSF: 0000798184,False
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,SCA Lease Site Impro,LEASE,"CM, F&E",In-Progress,08/07/2017,08/06/2019,,2433200,1134408.0,374275.0,DSF: 0000798184,False
